Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Togo,TGO,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,,,,0.348432056,0.242130751,,,,,0.045031522,0.043259692,0.006887242,0.009423738,0.000990403,,0.006325547,,,,,,,0.012291839,,0.103929806,,,,0.612467248,0.056795545,0.231134884,0.140770127,0.000345289,0.000617717,0.105276503,0.672706644,0.810084784,1.413059204,2.068387216,1.935605281,3.95479645,3.448191399,6.110341084,3.967972181,3.495722214,3.066257782,2.026205725,1.312117164,2.132260538,1.233665585,1.858256984,4.087050843,3.788381109,8.284277027,5.418960202,3.685744312,4.620724885,3.408837287,4.217205743,5.162019234,5.334007664,,
Togo,TGO,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,26000000,26000000,27000000,29000000,42000000,45000000,47000000,45000000,47000000,56000000,65000000,70000000,85000000,101000000,119000000,174000000,185000000,284000000,450000000,519000000,551000000,434000000,393000000,282000000,271000000,288000000,312000000,424000000,487000000,472000000,581000000,443000000,394000000,179000000,222000000,594000000,664000000,645000000,588000000,597000000,562000000,553000000,591000000,775000000,880000000,1060000000,1085000000,1237000000,1509000000,1509000000,1683000000,2187000000,2380000000,2769000000,2526000000,2336000000,2261000000,1874000000,2116000000,2091000000,2252000000,2496000000,2666000000
Togo,TGO,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,9.624556683,8.401253918,7.891933029,7.810114739,8.393472928,8.637978959,7.204673302,6.583803734,8.414826122,6.112395228,7.66427247,4.272803437,8.539473919,7.92321308,7.294972211,5.159373312,9.136978408,7.685345068,11.48333333,14.16640102,7.486013236,4.423030073,12.4765618,9.130021563,15.8230008,13.91345507,14.50045807,15.28139905,13.32728921,11.74293207,11.38551094,13.32328156,12.91605626,11.32533768,10.20013113,9.217801517,10.95963182,10.01723018,9.81398803,9.121580476,10.50320288,10.87328567,10.73670187,10.96420318,11.07882786,10.9385981,12.15099712,,
Togo,TGO,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,1.440645527,1.700965398,1.221691315,1.071391731,1.121547977,2.282340127,3.060929273,3.003968928,2.253253215,3.25421647,3.251897752,2.910328494,1.616310437,2.237128449,1.46371714,0.991645089,0.703909344,0.87674766,1.360969625,1.64591815,,1.34253657,,,1.087014095,0.839015564,0.797752622,,,1.316866472,,,1.589126684,1.852058683,1.887910395,1.510524234,1.400057154,1.22525367,1.708929149,1.270469233,1.19398157,0.690686928,0.835452584,0.755709167,,1.13403943,0.973265259,1.280068938,1.38674667,1.236062076,1.10715251,0.842023347,1.201942797,1.125873475,1.194770128,1.48769836,1.631983118,1.610943779,1.345140887,1.327153857,1.329091472
Togo,TGO,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Togo,TGO,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
Togo,TGO,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Togo,TGO,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
Togo,TGO,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Togo,TGO,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
Togo,TGO,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.963755283,2.470174948,2.004565623,2.276888511,2.740883046,2.485028798,3.093431267,3.575624242,3.850511858,3.471811601,3.594067911,3.458800332,4.277672869,4.064145444,5.540218783,4.863016635,3.244390668,2.005921626,2.024709253,2.27103344,2.192708167,2.291538651,2.726504529,2.790990547,2.698230461,,,
Togo,TGO,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000,16000000,9000000,13000000,14000000,13000000,15000000,21000000,30000000,30000000,34000000,37000000,42000000,49000000,47000000,43000000,24000000,12000000,13000000,19000000,16000000,17000000,18000000,23000000,18000000,,,
Togo,TGO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191000,216000,236000,269000,,,
Togo,TGO,Urban population,SP.URB.TOTL,166755,183659,202158,222488,245459,272149,303546,340038,381249,426175,467603,489763,511100,532169,553555,575402,597911,621117,645285,671202,699963,732051,767657,805984,845846,886243,927254,969963,1014482,1060448,1108094,1157362,1208255,1217318,1239038,1314041,1384404,1450144,1513812,1580134,1647994,1716308,1785635,1857506,1932466,2009625,2094108,2184128,2276619,2371202,2466614,2566655,2669941,2775764,2884669,2996765,3112655,3232367,3355626,3482542,3613424,3748225,3886437
Togo,TGO,Rural population,SP.RUR.TOTL,1484612,1495129,1504683,1514209,1527193,1548247,1578912,1617126,1657516,1694311,1729780,1777448,1819604,1858740,1896780,1934311,1971760,2009509,2048115,2090038,2138147,2193814,2255686,2320651,2386398,2450265,2512116,2574964,2638938,2703209,2767853,2832853,2897964,2861074,2853574,2965525,3061479,3142406,3214485,3287807,3360041,3429118,3495903,3563495,3632752,3701972,3780132,3863409,3945863,4027422,4105241,4182017,4256694,4330465,4403714,4476464,4548699,4620428,4691053,4760552,4829156,4896604,4962262
Togo,TGO,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,,,,70.6,,,,68.7,,,76.1,,,,,
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,814226,827764,841671,856514,874389,898112,928953,966076,1006649,1047356,1085717,1120582,1152340,1182523,1212387,1242309,1272540,1303273,1334932,1369109,1407774,1451784,1500536,1552167,1604938,1656948,1708215,1760789,1814799,1869689,1925696,1982825,2040975,2027770,2035479,2129035,2212365,2285950,2354170,2424508,2495124,2564478,2633356,2703985,2777186,2851642,2934396,3022581,3111737,3201540,3289956,3380347,3471351,3563146,3656155,3750461,3846363,3943847,4042391,4142015,4243063,4345278,4448225
Togo,TGO,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44631,16.64299,22.45333,16.31129,17.5665,,,8.4713,8.58103,8.23023,,9.00813,10.419,2.43011,2.35112,3.61765,,,,
Togo,TGO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.589996601,6.453180811,6.320502856,6.194745396,6.080328953,5.978672286,5.88663268,5.8072581,5.741323977,5.68812046,5.647128018,5.617292087,5.597445837,5.587361531,5.586860485,5.595081396,5.611705138,5.634045282,5.656634015,5.676215903,5.691591556,5.703048378,5.71129457,5.716211834,5.717398933,5.715048902,5.708751694,5.697925874,5.683525833,5.664988433,5.640138512,5.608662664,5.572313931,5.530569489,5.48266321,5.435221162,5.387333015,5.335074782,5.278252044,5.222932261,5.173580361,5.133125861,5.102411152,5.077983878,5.053041098,5.029875002,5.005172235,4.984131754,4.972308321,4.970386636,4.981332221,5.008125569,5.048052887,5.094068633,5.13707873,5.178766631,5.224997193,5.272432899,5.320133356,5.368993804,5.418028674,5.464428213,5.508798305
Togo,TGO,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.295290581,0.290650023,0.285897734,0.281532523,0.277925285,0.274698764,0.2718916,0.269804498,0.267944818,0.265951003,0.26361347,0.261374865,0.259639636,0.257988648,0.256634366,0.255601314,0.254715887,0.25419001,0.253962552,0.254142567,0.254905141,0.256261359,0.258174627,0.260627634,0.263840893,0.267927314,0.272448085,0.277136634,0.2821408,0.28735966,0.292090608,0.296180539,0.299770802,0.302371671,0.303480621,0.303134365,0.301765958,0.300247247,0.298615028,0.296099791,0.293126179,0.289777189,0.286120872,0.282975934,0.280215579,0.277329538,0.275558745,0.274070147,0.271928429,0.269667567,0.267238531,0.265547416,0.264623689,0.264416611,0.264796116,0.265555164,0.266933858,0.269190039,0.272008407,0.275159226,0.278686778,0.282715567,0.287128192
Togo,TGO,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.092885731,1.076409758,1.059098824,1.041488555,1.024811219,1.009397332,0.994593631,0.981043056,0.969174477,0.958551154,0.949746124,0.942850739,0.937401346,0.933807188,0.932349339,0.932970439,0.935371626,0.938936011,0.943599702,0.949550761,0.95610402,0.963888687,0.97323593,0.981855147,0.987398502,0.989842578,0.989165907,0.985349788,0.980191132,0.975438867,0.970977582,0.96635408,0.961895795,0.957172994,0.951639977,0.946138199,0.940690453,0.934666147,0.927898971,0.920999266,0.91471604,0.909316865,0.90494175,0.901448667,0.89767621,0.893790287,0.889893855,0.886872551,0.884450509,0.88192852,0.879749669,0.878225824,0.878089905,0.880447904,0.886177728,0.895033184,0.908927677,0.926886092,0.945898497,0.962892701,0.978529081,0.993406056,1.005800853
Togo,TGO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,27463,27106,26795,26541,26410,26494,26820,27361,28040,28763,29455,30088,30680,31277,31911,32596,33336,34123,34958,35877,36923,38106,39413,40793,42188,43538,44853,46175,47521,48893,50284,51692,53120,52671,52716,54960,56932,58658,60227,61822,63399,64945,66528,68219,70018,71890,74059,76426,78902,81505,84183,87182,90459,93939,97479,101113,104947,108926,113005,117180,121480,125848,130364
Togo,TGO,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.596086205,1.572518268,1.549811915,1.528717056,1.509802808,1.493847333,1.480590034,1.469748398,1.461803451,1.456906433,1.454844106,1.455178615,1.457147367,1.460459878,1.465045382,1.4700922,1.476565792,1.484608283,1.491201854,1.49328512,1.490628775,1.483805842,1.473102459,1.460683399,1.449665444,1.440942866,1.433608939,1.427748302,1.422914238,1.418028182,1.412356666,1.40602937,1.399374263,1.392358026,1.384937192,1.378077931,1.371736708,1.365213459,1.358014967,1.35059975,1.343879668,1.339081349,1.336709738,1.335435885,1.332947398,1.329950996,1.32558009,1.320911994,1.318703397,1.32079712,1.327645773,1.341705447,1.361711512,1.383385599,1.402086901,1.418541639,1.433267191,1.444672397,1.455165063,1.467589025,1.480670101,1.492237213,1.50474716
Togo,TGO,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.61293939,2.614557647,2.618850988,2.624966981,2.63274787,2.640946434,2.650326952,2.661771709,2.670679783,2.67097183,2.662131729,2.644490938,2.617866805,2.586796526,2.557013703,2.530488515,2.506569303,2.485359025,2.46616041,2.447684559,2.42974378,2.412757508,2.396791713,2.381851399,2.367777674,2.354515468,2.342221713,2.331013632,2.320815437,2.311126693,2.301370439,2.293176141,2.287913126,2.283892399,2.278681058,2.273205484,2.267990557,2.262465214,2.259188325,2.262022327,2.271906964,2.293459168,2.323821083,2.35559937,2.380962629,2.401558766,2.415467482,2.420795942,2.423358392,2.428446918,2.434748535,2.438274216,2.444068273,2.451960623,2.462647931,2.477041942,2.494567482,2.515919563,2.542449494,2.572395564,2.604430152,2.63913604,2.674394017
Togo,TGO,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.991320464,3.973392039,3.941135234,3.901236391,3.863178156,3.829789772,3.799770321,3.773378348,3.749338131,3.724618639,3.698639564,3.672504358,3.646072012,3.61957867,3.593163849,3.566859331,3.541082766,3.51654627,3.493089274,3.470252821,3.448035986,3.428576856,3.413500008,3.400480861,3.38636268,3.371388935,3.35622652,3.341669759,3.332225619,3.332659264,3.343133781,3.369648307,3.40872473,3.451343056,3.486527123,3.51259677,3.533034642,3.543485452,3.549683736,3.558292779,3.566938901,3.570295959,3.57435848,3.579368612,3.587405023,3.59977692,3.615190597,3.634169164,3.658898431,3.687171859,3.717009007,3.749964745,3.784247547,3.817212298,3.852180555,3.890372403,3.929486054,3.971195834,4.016269559,4.062161674,4.108090989,4.15536413,4.201650118
Togo,TGO,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.29796934,5.273414894,5.247757809,5.220962698,5.193913141,5.166526977,5.139144525,5.113017209,5.087512008,5.060663666,5.032044262,5.005280697,4.982416299,4.960623112,4.935506176,4.907276964,4.877223319,4.847088586,4.82381624,4.81441415,4.819531914,4.847460893,4.892709612,4.941159509,4.977396698,5.003929601,5.021039416,5.022929841,5.018679761,5.019303388,5.021071647,5.016188928,5.013498402,5.013478837,5.018051823,5.029477597,5.047102801,5.0767602,5.120197866,5.167626859,5.214251519,5.259287429,5.299108086,5.333885655,5.37169229,5.411955783,5.457906794,5.507337215,5.557045017,5.604293537,5.645191146,5.686906697,5.728009622,5.764541785,5.793550709,5.813458108,5.824851441,5.829278641,5.829675588,5.829171828,5.829348253,5.830155288,5.833792659
Togo,TGO,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.119525194,7.09892265,7.083294083,7.067795599,7.046432949,7.020133733,6.990419557,6.95972507,6.937304982,6.931219889,6.942241169,6.982642162,7.045530923,7.111466406,7.158176272,7.188200127,7.201929797,7.19239449,7.172712202,7.158839823,7.146327856,7.124235371,7.105039281,7.088900159,7.078598899,7.077478625,7.084198964,7.099618976,7.127406899,7.163505402,7.203944518,7.249486336,7.294802141,7.336578853,7.382531902,7.431255948,7.482295875,7.552808269,7.641945861,7.727181388,7.799938,7.857692627,7.898514509,7.928074021,7.950661972,7.957607725,7.970981463,7.979307464,7.972463188,7.956374003,7.924800866,7.893092264,7.867066788,7.845568393,7.823406484,7.802314784,7.782182915,7.758518691,7.732922807,7.711298,7.691014503,7.669300818,7.65005175
Togo,TGO,"Population ages 15-64, total",SP.POP.1564.TO,870744,884680,899343,914969,933387,957721,989615,1027955,1069701,1111070,1149363,1183524,1214018,1242429,1270123,1297604,1325230,1353468,1383084,1415820,1453741,1497813,1547425,1600553,1655613,1710869,1766218,1823804,1883901,1946094,2010518,2077144,2145859,2140304,2157291,2265354,2363767,2454661,2541940,2630687,2717963,2801334,2882108,2964523,3050559,3137573,3236512,3341264,3444356,3546203,3642640,3740661,3840352,3942919,4049753,4160508,4274720,4392678,4513947,4637815,4765331,4897786,5035345
Togo,TGO,"Population ages 15-64, female",SP.POP.1564.FE.IN,444380,451258,458514,466252,475416,487580,503573,522831,543802,564547,583713,600789,615994,630121,643857,657450,671106,685063,699710,715948,734820,756850,781756,808463,836148,863974,891861,920879,951159,982465,1014817,1048193,1082533,1079321,1087466,1141543,1190707,1236044,1279495,1323550,1366818,1408070,1447904,1488503,1530829,1573589,1622240,1673734,1724292,1774174,1821274,1868985,1917457,1967357,2019393,2073373,2129052,2186612,2245896,2306568,2369109,2434211,2501886
Togo,TGO,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.84047141,11.90537042,11.92899195,11.93070755,11.93720547,11.94129134,11.92437376,11.90751982,11.89178924,11.88085321,11.87960767,11.88680035,11.90430122,11.9379437,11.98059208,12.02564929,12.07421915,12.11855018,12.15284423,12.18954093,12.23352415,12.27812447,12.32825707,12.38624336,12.44409089,12.4997023,12.55707532,12.60875,12.6482293,12.67249499,12.67880391,12.66953291,12.6482845,12.61907363,12.58649781,12.55603557,12.52418269,12.48253381,12.42757864,12.36457067,12.30531045,12.25725736,12.21051125,12.15764135,12.10459564,12.04903574,11.96302866,11.86354642,11.78351167,11.73622405,11.72417071,11.73687218,11.77344612,11.81200102,11.82531606,11.82551849,11.83347794,11.8623461,11.90957044,11.97437017,12.05333708,12.10686883,12.10120911
Togo,TGO,"Population ages 0-14, total",SP.POP.0014.TO,723241,737018,750655,765048,782511,805416,834588,869512,907650,946218,983114,1017205,1048732,1079061,1109253,1139507,1170072,1200903,1232080,1265055,1301628,1342630,1387539,1434591,1481972,1527862,1572323,1617204,1662447,1707316,1752033,1796571,1840785,1819718,1817045,1891084,1954772,2006931,2052188,2099854,2149456,2200295,2252373,2305940,2360513,2416207,2475735,2539740,2606861,2676161,2747763,2820674,2892421,2962456,3030591,3097259,3163280,3228515,3292583,3356275,3419062,3479407,3535967
Togo,TGO,"Population ages 0-14, female",SP.POP.0014.FE.IN,362841,369783,376607,383793,392504,403939,418496,435921,454939,474148,492502,509445,525095,540124,555042,569947,584992,600157,615480,631696,649697,669916,692085,715307,738688,761348,783319,805515,827912,850149,872323,894389,916257,905602,904107,940821,972399,998256,1020689,1044305,1068876,1094027,1119749,1146193,1173075,1200440,1229670,1261115,1294090,1328155,1363356,1399185,1434423,1468810,1502275,1535044,1567532,1599660,1631249,1662688,1693701,1723553,1751565
Togo,TGO,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,,,,,,,,,,30.5,,,,,,,,,,,,,,,,21.8,,,24.8,,,,,
Togo,TGO,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,32.290827,32.572815,32.924046,33.24944,33.574506,34.002363,34.565162,35.227207,35.872687,36.493163,36.918063,37.479998,38.157621,38.876076,39.596805,40.65211,41.275034,41.919438,42.404863,43.226319,43.742213,44.199435,44.656563,45.180018,45.57714,45.781633,46.154007,46.448362,46.931125,46.877177,47.124446,46.909822,47.247182,47.03837,46.524179,46.312215,46.375906,46.267996,46.295167,47.034133,47.026695,47.41704,48.136184,48.694683,48.717173,49.361161,50.013597,50.324336,50.966271,51.109156,51.992279,53.068552,53.249166,54.12609,54.27688,55.061315,55.19707,56.042603,55.890671,56.811717,56.936143,57.622841,
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.692,42.882,43.154,43.372,43.702,43.97,44.373,44.823,45.284,45.666,46.12,46.587,47.089,47.597,48.099,48.729,49.328,49.76,50.232,50.765,51.227,51.764,52.256,52.635,53.089,53.432,53.713,54.051,54.348,54.39,54.37,54.268,54.299,54.195,54.037,54.037,54.098,54.192,54.199,54.538,54.742,54.86,55.311,55.639,55.569,55.962,56.222,56.511,56.695,57.011,57.304,57.925,58.073,58.684,58.853,59.396,59.55,60.154,60.244,60.901,61.035,61.619,
